[INFO] time: 2024-11-27 07:14:41, module: meta_data_mgt, actor: UserManager, function: login_user, payload: {'user_name': 'qweqwe', 'user_password': 'qweqweqwe'}
[INFO] time: 2024-11-27 07:14:50, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:22:40, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:23:00, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:23:05, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:23:11, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:23:31, module: meta_data_mgt, actor: HandoverManager, function: create_handover, payload: {'handover_name': 'ho_algqh1z9f', 'handover_parameter': {'constellation': 'TLE_3P_22Sats_29deg_F1', 'handover_strategy': 'MinRange', 'handover_decision': 'Preemptive', 'beam_counts': 28, 'reuse_factor': 1, 'cell_ut': '28Cell_1UT'}, 'f_user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:23:31, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:23:31, module: simulation_data_mgt, actor: handoverSimJobManager, function: run_handover_sim_job, payload: {'handover_uid': 'ho_algqh1z9f'}
[INFO] time: 2024-11-27 10:25:17, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:25:19, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:25:20, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:26:46, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:26:53, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:27:03, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:27:09, module: meta_data_mgt, actor: HandoverManager, function: create_handover, payload: {'handover_name': 'ho_1g4fdhwnb', 'handover_parameter': {'constellation': 'TLE_6P_22Sats_29deg_F1', 'handover_strategy': 'MinRange', 'handover_decision': 'Nonpreemptive', 'beam_counts': 28, 'reuse_factor': 1, 'cell_ut': '28Cell_1UT'}, 'f_user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:27:09, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:27:09, module: simulation_data_mgt, actor: handoverSimJobManager, function: run_handover_sim_job, payload: {'handover_uid': 'f8e46b89-57e8-4490-b2a7-868d14c66716'}
[INFO] time: 2024-11-27 10:27:09, module: simulation_data_mgt, actor: handoverSimJobManager, function: run_handover_simulation_async, payload: Not a Django WSGI Request
[INFO] time: 2024-11-27 10:27:33, module: meta_data_mgt, actor: HandoverManager, function: create_handover, payload: {'handover_name': 'ho_ccyhzl2zg', 'handover_parameter': {'constellation': 'TLE_6P_22Sats_29deg_F1', 'handover_strategy': 'MinRange', 'handover_decision': 'Nonpreemptive', 'beam_counts': 28, 'reuse_factor': 1, 'cell_ut': '28Cell_1UT'}, 'f_user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:27:51, module: simulation_data_mgt, actor: analyzeHandoverResult, function: analyzeHandoverResult, payload: Not a Django WSGI Request
[INFO] time: 2024-11-27 10:27:51, module: simulation_data_mgt, actor: genHandoverResultPDF, function: genHandoverResultPDF, payload: Not a Django WSGI Request
[INFO] time: 2024-11-27 10:30:55, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:33:13, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:34:40, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 10:34:46, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 11:14:20, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 11:14:41, module: meta_data_mgt, actor: HandoverManager, function: create_handover, payload: {'handover_name': 'ho_q2y54y5hf', 'handover_parameter': {'constellation': 'TLE_3P_22Sats_29deg_F1', 'handover_strategy': 'MinRange', 'handover_decision': 'Preemptive', 'beam_counts': 28, 'reuse_factor': 1, 'cell_ut': '28Cell_1UT'}, 'f_user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 11:14:41, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 11:14:41, module: simulation_data_mgt, actor: handoverSimJobManager, function: run_handover_sim_job, payload: {'handover_uid': 'd6e4f71e-c3eb-4b13-ab5d-bea624375be6'}
[INFO] time: 2024-11-27 11:14:41, module: simulation_data_mgt, actor: handoverSimJobManager, function: run_handover_simulation_async, payload: Not a Django WSGI Request
[INFO] time: 2024-11-27 11:15:12, module: simulation_data_mgt, actor: analyzeHandoverResult, function: analyzeHandoverResult, payload: Not a Django WSGI Request
[INFO] time: 2024-11-27 11:15:12, module: simulation_data_mgt, actor: genHandoverResultPDF, function: genHandoverResultPDF, payload: Not a Django WSGI Request
[INFO] time: 2024-11-27 11:54:34, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 11:54:34, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 11:54:38, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 11:54:38, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 11:55:13, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 11:55:13, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 11:55:17, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 11:55:17, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 11:55:20, module: simulation_data_mgt, actor: handoverSimJobManager, function: download_handover_sim_result, payload: {'handover_uid': 'd6e4f71e-c3eb-4b13-ab5d-bea624375be6'}
[INFO] time: 2024-11-27 12:00:24, module: meta_data_mgt, actor: HandoverManager, function: create_handover, payload: {'handover_name': 'ho_wpjqard2u', 'handover_parameter': {'constellation': 'TLE_6P_22Sats_29deg_F1', 'handover_strategy': 'MaxElevation', 'handover_decision': 'Nonpreemptive', 'beam_counts': 28, 'reuse_factor': 1, 'cell_ut': '28Cell_1UT'}, 'f_user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:00:24, module: simulation_data_mgt, actor: handoverSimJobManager, function: run_handover_sim_job, payload: {'handover_uid': '92e4fb79-5aa5-4321-820b-385104e34fc3'}
[INFO] time: 2024-11-27 12:00:24, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:00:24, module: simulation_data_mgt, actor: handoverSimJobManager, function: run_handover_simulation_async, payload: Not a Django WSGI Request
[INFO] time: 2024-11-27 12:00:53, module: simulation_data_mgt, actor: handoverSimJobManager, function: download_handover_sim_result, payload: {'handover_uid': 'd6e4f71e-c3eb-4b13-ab5d-bea624375be6'}
[INFO] time: 2024-11-27 12:00:55, module: simulation_data_mgt, actor: analyzeHandoverResult, function: analyzeHandoverResult, payload: Not a Django WSGI Request
[INFO] time: 2024-11-27 12:00:55, module: simulation_data_mgt, actor: genHandoverResultPDF, function: genHandoverResultPDF, payload: Not a Django WSGI Request
[INFO] time: 2024-11-27 12:01:03, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:01:03, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:01:16, module: simulation_data_mgt, actor: handoverSimJobManager, function: download_handover_sim_result, payload: {'handover_uid': '92e4fb79-5aa5-4321-820b-385104e34fc3'}
[INFO] time: 2024-11-27 12:06:06, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:06:06, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:14:02, module: meta_data_mgt, actor: UserManager, function: login_user, payload: {'user_name': 'qweqwe', 'user_password': 'qweqweqwe'}
[INFO] time: 2024-11-27 12:14:08, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:14:08, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:18:49, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:18:49, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:22:35, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:22:35, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:23:01, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:23:01, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:23:08, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:23:08, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:25:54, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:25:54, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:26:18, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:26:18, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:27:47, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:27:47, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:29:32, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:29:32, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:29:52, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:29:52, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:30:14, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:30:14, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:30:37, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:30:37, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:30:49, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:30:49, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:31:31, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:31:31, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:34:20, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:34:20, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:34:21, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:34:21, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:34:23, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:34:23, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:35:06, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:35:06, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:35:14, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:35:14, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:47:47, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:47:47, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:47:51, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:47:51, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:47:56, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:47:56, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:49:33, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:49:33, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:49:42, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:49:42, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:49:49, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:49:49, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:49:54, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:49:54, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:50:18, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:50:18, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:50:28, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:50:28, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:53:56, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:53:56, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:53:59, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:53:59, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:54:02, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:54:02, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:54:06, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:54:06, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:54:24, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:54:24, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
[INFO] time: 2024-11-27 12:54:29, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '183ef171-a89e-4610-ac2d-2398041d463b'}
